# L_m H_m fuel_kg V_kmh
28288.2 3254.34 5884.61 659.853
28297.1 3256.7 5886.74 659.749
28305.9 3259.05 5888.87 659.645
28314.8 3261.4 5891 659.541
28323.7 3263.76 5893.12 659.437
28332.5 3266.11 5895.25 659.334
28341.4 3268.46 5897.38 659.23
28350.2 3270.81 5899.51 659.127
28359 3273.15 5901.63 659.025
28367.9 3275.5 5903.76 658.922
28376.7 3277.85 5905.89 658.82
28385.6 3280.19 5908.02 658.717
28394.4 3282.54 5910.15 658.615
28403.3 3284.88 5912.28 658.514
28412.1 3287.23 5914.41 658.412
28420.9 3289.57 5916.54 658.311
28429.8 3291.91 5918.67 658.21
28438.6 3294.25 5920.8 658.109
28447.5 3296.59 5922.93 658.008
28456.3 3298.93 5925.06 657.907
28465.1 3301.27 5927.2 657.807
28474 3303.61 5929.33 657.707
28482.8 3305.94 5931.46 657.607
28491.6 3308.28 5933.59 657.508
28500.4 3310.61 5935.72 657.409
28509.3 3312.95 5937.86 657.309
28518.1 3315.28 5939.99 657.211
28526.9 3317.61 5942.12 657.112
28535.7 3319.94 5944.26 657.014
28544.6 3322.27 5946.39 656.915
28553.4 3324.6 5948.52 656.817
28562.2 3326.93 5950.66 656.72
28571 3329.26 5952.79 656.622
28579.8 3331.59 5954.93 656.525
28588.7 3333.91 5957.06 656.428
28597.5 3336.24 5959.2 656.331
28606.3 3338.56 5961.33 656.235
28615.1 3340.88 5963.47 656.138
28623.9 3343.2 5965.6 656.042
28632.7 3345.53 5967.74 655.946
28641.5 3347.85 5969.87 655.851
28650.3 3350.16 5972.01 655.755
28659.1 3352.48 5974.15 655.66
28667.9 3354.8 5976.28 655.565
28676.8 3357.12 5978.42 655.471
28685.6 3359.43 5980.56 655.376
28694.4 3361.75 5982.7 655.282
28703.2 3364.06 5984.84 655.188
28712 3366.37 5986.97 655.094
28720.8 3368.68 5989.11 655.001
28729.6 3370.99 5991.25 654.908
28738.4 3373.3 5993.39 654.815
28747.2 3375.61 5995.53 654.722
28755.9 3377.92 5997.67 654.63
28764.7 3380.22 5999.81 654.538
28773.5 3382.53 6001.95 654.446
28782.3 3384.83 6004.09 654.354
28791.1 3387.14 6006.23 654.263
28799.9 3389.44 6008.37 654.171
28808.7 3391.74 6010.51 654.08
28817.5 3394.04 6012.65 653.99
28826.3 3396.34 6014.79 653.899
28835.1 3398.64 6016.93 653.809
28843.8 3400.94 6019.08 653.719
28852.6 3403.23 6021.22 653.63
28861.4 3405.53 6023.36 653.54
28870.2 3407.82 6025.5 653.451
28879 3410.12 6027.65 653.362
28887.7 3412.41 6029.79 653.273
28896.5 3414.7 6031.93 653.185
28905.3 3416.99 6034.08 653.097
28914.1 3419.28 6036.22 653.009
28922.9 3421.56 6038.36 652.922
28931.6 3423.85 6040.51 652.834
28940.4 3426.14 6042.65 652.747
28949.2 3428.42 6044.8 652.66
28957.9 3430.71 6046.94 652.574
28966.7 3432.99 6049.09 652.488
28975.5 3435.27 6051.23 652.402
28984.3 3437.55 6053.38 652.316
28993 3439.83 6055.52 652.23
29001.8 3442.11 6057.67 652.145
29010.6 3444.38 6059.82 652.06
29019.3 3446.66 6061.96 651.976
29028.1 3448.94 6064.11 651.891
29036.9 3451.21 6066.26 651.807
29045.6 3453.48 6068.41 651.723
29054.4 3455.75 6070.55 651.64
29063.1 3458.02 6072.7 651.556
29071.9 3460.29 6074.85 651.473
29080.7 3462.56 6077 651.39
29089.4 3464.83 6079.15 651.308
29098.2 3467.09 6081.29 651.226
29106.9 3469.36 6083.44 651.144
29115.7 3471.62 6085.59 651.062
29124.4 3473.89 6087.74 650.981
29133.2 3476.15 6089.89 650.9
29141.9 3478.41 6092.04 650.819
29150.7 3480.67 6094.19 650.738
29159.4 3482.93 6096.34 650.658
29168.2 3485.18 6098.49 650.578
29176.9 3487.44 6100.64 650.498
29185.7 3489.69 6102.8 650.419
29194.4 3491.95 6104.95 650.34
29203.2 3494.2 6107.1 650.261
29211.9 3496.45 6109.25 650.182
29220.7 3498.7 6111.4 650.104
29229.4 3500.95 6113.56 650.026
29238.2 3503.2 6115.71 649.948
29246.9 3505.44 6117.86 649.871
29255.6 3507.69 6120.01 649.794
29264.4 3509.93 6122.17 649.717
29273.1 3512.18 6124.32 649.64
29281.9 3514.42 6126.47 649.564
29290.6 3516.66 6128.63 649.488
29299.3 3518.9 6130.78 649.412
29308.1 3521.14 6132.94 649.337
29316.8 3523.37 6135.09 649.262
29325.6 3525.61 6137.25 649.187
29334.3 3527.84 6139.4 649.112
29343 3530.08 6141.56 649.038
29351.8 3532.31 6143.71 648.964
29360.5 3534.54 6145.87 648.89
29369.2 3536.77 6148.02 648.817
29377.9 3539 6150.18 648.744
29386.7 3541.23 6152.34 648.671
29395.4 3543.45 6154.49 648.599
29404.1 3545.68 6156.65 648.526
29412.9 3547.9 6158.81 648.455
29421.6 3550.12 6160.97 648.383
29430.3 3552.35 6163.12 648.312
29439 3554.57 6165.28 648.241
29447.8 3556.79 6167.44 648.17
29456.5 3559 6169.6 648.1
29465.2 3561.22 6171.76 648.029
29473.9 3563.43 6173.92 647.96
29482.7 3565.65 6176.08 647.89
29491.4 3567.86 6178.24 647.821
29500.1 3570.07 6180.39 647.752
29508.8 3572.28 6182.55 647.683
29517.5 3574.49 6184.71 647.615
29526.3 3576.7 6186.88 647.547
29535 3578.91 6189.04 647.479
29543.7 3581.11 6191.2 647.412
29552.4 3583.32 6193.36 647.345
29561.1 3585.52 6195.52 647.278
29569.9 3587.72 6197.68 647.212
29578.6 3589.92 6199.84 647.145
29587.3 3592.12 6202 647.08
29596 3594.32 6204.17 647.014
29604.7 3596.51 6206.33 646.949
29613.4 3598.71 6208.49 646.884
29622.1 3600.9 6210.65 646.819
29630.8 3603.1 6212.82 646.755
29639.6 3605.29 6214.98 646.691
29648.3 3607.48 6217.14 646.627
29657 3609.67 6219.31 646.564
29665.7 3611.85 6221.47 646.501
29674.4 3614.04 6223.64 646.438
29683.1 3616.23 6225.8 646.376
29691.8 3618.41 6227.97 646.313
29700.5 3620.59 6230.13 646.252
29709.2 3622.77 6232.3 646.19
29717.9 3624.95 6234.46 646.129
29726.6 3627.13 6236.63 646.068
29735.3 3629.31 6238.79 646.007
29744 3631.48 6240.96 645.947
29752.7 3633.66 6243.12 645.887
29761.4 3635.83 6245.29 645.828
29770.1 3638 6247.46 645.768
29778.9 3640.17 6249.62 645.709
29787.6 3642.34 6251.79 645.651
29796.3 3644.51 6253.96 645.592
29805 3646.68 6256.13 645.534
29813.7 3648.84 6258.29 645.477
29822.4 3651.01 6260.46 645.419
29831.1 3653.17 6262.63 645.362
29839.8 3655.33 6264.8 645.305
29848.4 3657.49 6266.97 645.249
29857.1 3659.65 6269.14 645.193
29865.8 3661.81 6271.31 645.137
29874.5 3663.97 6273.48 645.081
29883.2 3666.12 6275.65 645.026
29891.9 3668.27 6277.82 644.971
29900.6 3670.43 6279.99 644.917
29909.3 3672.58 6282.16 644.863
29918 3674.73 6284.33 644.809
29926.7 3676.88 6286.5 644.755
29935.4 3679.02 6288.67 644.702
29944.1 3681.17 6290.84 644.649
29952.8 3683.31 6293.01 644.597
29961.5 3685.45 6295.18 644.544
29970.2 3687.6 6297.36 644.492
29978.9 3689.74 6299.53 644.441
29987.6 3691.88 6301.7 644.39
29996.2 3694.01 6303.87 644.339
30004.9 3696.15 6306.05 644.288
30013.6 3698.28 6308.22 644.238
30022.3 3700.42 6310.39 644.188
30031 3702.55 6312.57 644.138
30039.7 3704.68 6314.74 644.089
30048.4 3706.81 6316.91 644.04
30057.1 3708.94 6319.09 643.991
30065.8 3711.06 6321.26 643.943
30074.4 3713.19 6323.44 643.895
30083.1 3715.31 6325.61 643.847
30091.8 3717.44 6327.79 643.8
30100.5 3719.56 6329.96 643.753
30109.2 3721.68 6332.14 643.706
30117.9 3723.8 6334.31 643.66
30126.6 3725.91 6336.49 643.614
30135.2 3728.03 6338.67 643.568
30143.9 3730.14 6340.84 643.523
30152.6 3732.26 6343.02 643.478
30161.3 3734.37 6345.2 643.433
30170 3736.48 6347.37 643.389
30178.7 3738.59 6349.55 643.345
30187.3 3740.7 6351.73 643.301
30196 3742.8 6353.91 643.257
30204.7 3744.91 6356.08 643.214
30213.4 3747.01 6358.26 643.172
30222.1 3749.11 6360.44 643.129
30230.8 3751.21 6362.62 643.087
30239.4 3753.31 6364.8 643.046
30248.1 3755.41 6366.98 643.004
30256.8 3757.51 6369.16 642.963
30265.5 3759.6 6371.34 642.923
30274.2 3761.7 6373.52 642.882
30282.8 3763.79 6375.7 642.842
30291.5 3765.88 6377.88 642.802
30300.2 3767.97 6380.06 642.763
30308.9 3770.06 6382.24 642.724
30317.6 3772.15 6384.42 642.685
30326.2 3774.23 6386.6 642.647
30334.9 3776.32 6388.78 642.609
30343.6 3778.4 6390.96 642.571
30352.3 3780.48 6393.14 642.534
30360.9 3782.56 6395.33 642.497
30369.6 3784.64 6397.51 642.46
30378.3 3786.72 6399.69 642.424
30387 3788.79 6401.87 642.388
30395.7 3790.87 6404.06 642.352
30404.3 3792.94 6406.24 642.317
30413 3795.01 6408.42 642.282
30421.7 3797.08 6410.6 642.247
30430.4 3799.15 6412.79 642.213
30439 3801.22 6414.97 642.179
30447.7 3803.29 6417.16 642.145
30456.4 3805.35 6419.34 642.112
30465.1 3807.41 6421.53 642.079
30473.7 3809.48 6423.71 642.047
30482.4 3811.54 6425.9 642.014
30491.1 3813.6 6428.08 641.982
30499.8 3815.65 6430.27 641.951
30508.4 3817.71 6432.45 641.919
30517.1 3819.77 6434.64 641.888
30525.8 3821.82 6436.82 641.858
30534.5 3823.87 6439.01 641.828
30543.1 3825.92 6441.2 641.798
30551.8 3827.97 6443.38 641.768
30560.5 3830.02 6445.57 641.739
30569.2 3832.07 6447.76 641.71
30577.8 3834.11 6449.94 641.681
30586.5 3836.16 6452.13 641.653
30595.2 3838.2 6454.32 641.625
30603.9 3840.24 6456.51 641.598
30612.5 3842.28 6458.7 641.571
30621.2 3844.32 6460.88 641.544
30629.9 3846.36 6463.07 641.517
30638.6 3848.39 6465.26 641.491
30647.2 3850.43 6467.45 641.465
30655.9 3852.46 6469.64 641.44
30664.6 3854.49 6471.83 641.415
30673.3 3856.52 6474.02 641.39
30681.9 3858.55 6476.21 641.365
30690.6 3860.58 6478.4 641.341
30699.3 3862.6 6480.59 641.317
30708 3864.63 6482.78 641.294
30716.6 3866.65 6484.97 641.271
30725.3 3868.67 6487.16 641.248
30734 3870.69 6489.35 641.226
30742.7 3872.71 6491.55 641.203
30751.3 3874.73 6493.74 641.182
30760 3876.74 6495.93 641.16
30768.7 3878.76 6498.12 641.139
30777.3 3880.77 6500.31 641.118
30786 3882.78 6502.51 641.098
30794.7 3884.79 6504.7 641.078
30803.4 3886.8 6506.89 641.058
30812 3888.81 6509.08 641.039
30820.7 3890.82 6511.28 641.02
30829.4 3892.82 6513.47 641.001
30838.1 3894.83 6515.66 640.983
30846.7 3896.83 6517.86 640.965
30855.4 3898.83 6520.05 640.947
30864.1 3900.83 6522.25 640.93
30872.8 3902.83 6524.44 640.913
30881.4 3904.82 6526.64 640.896
30890.1 3906.82 6528.83 640.88
30898.8 3908.81 6531.03 640.864
30907.5 3910.81 6533.22 640.848
30916.1 3912.8 6535.42 640.833
30924.8 3914.79 6537.61 640.818
30933.5 3916.78 6539.81 640.803
30942.2 3918.76 6542.01 640.789
30950.8 3920.75 6544.2 640.775
30959.5 3922.73 6546.4 640.761
30968.2 3924.71 6548.6 640.748
30976.9 3926.7 6550.79 640.735
30985.5 3928.68 6552.99 640.722
30994.2 3930.66 6555.19 640.71
31002.9 3932.63 6557.39 640.698
31011.6 3934.61 6559.58 640.687
31020.2 3936.58 6561.78 640.675
31028.9 3938.56 6563.98 640.664
31037.6 3940.53 6566.18 640.654
31046.3 3942.5 6568.38 640.644
31055 3944.47 6570.58 640.634
31063.6 3946.44 6572.78 640.624
31072.3 3948.4 6574.98 640.615
31081 3950.37 6577.17 640.606
31089.7 3952.33 6579.37 640.598
31098.3 3954.29 6581.57 640.589
31107 3956.25 6583.77 640.581
31115.7 3958.21 6585.97 640.574
31124.4 3960.17 6588.18 640.567
31133.1 3962.13 6590.38 640.56
31141.7 3964.09 6592.58 640.553
31150.4 3966.04 6594.78 640.547
31159.1 3967.99 6596.98 640.541
31167.8 3969.94 6599.18 640.536
31176.5 3971.89 6601.38 640.53
31185.1 3973.84 6603.59 640.526
31193.8 3975.79 6605.79 640.521
31202.5 3977.74 6607.99 640.517
31211.2 3979.68 6610.19 640.513
31219.9 3981.62 6612.4 640.509
31228.5 3983.57 6614.6 640.506
31237.2 3985.51 6616.8 640.503
31245.9 3987.45 6619.01 640.501
31254.6 3989.38 6621.21 640.499
31263.3 3991.32 6623.41 640.497
31272 3993.26 6625.62 640.495
31280.6 3995.19 6627.82 640.494
31289.3 3997.12 6630.03 640.493
31298 3999.05 6632.23 640.492
31306.7 4000.98 6634.44 640.492
31315.4 4002.91 6636.64 640.492
31324.1 4004.84 6638.85 640.493
31332.7 4006.77 6641.05 640.494
31341.4 4008.69 6643.26 640.495
31350.1 4010.61 6645.46 640.496
31358.8 4012.54 6647.67 640.498
31367.5 4014.46 6649.88 640.5
31376.2 4016.38 6652.08 640.502
31384.9 4018.29 6654.29 640.505
31393.5 4020.21 6656.5 640.508
31402.2 4022.13 6658.7 640.512
31410.9 4024.04 6660.91 640.515
31419.6 4025.95 6663.12 640.519
31428.3 4027.86 6665.33 640.524
31437 4029.77 6667.53 640.528
31445.7 4031.68 6669.74 640.533
31454.4 4033.59 6671.95 640.539
31463 4035.5 6674.16 640.545
31471.7 4037.4 6676.37 640.551
31480.4 4039.31 6678.58 640.557
31489.1 4041.21 6680.79 640.563
31497.8 4043.11 6682.99 640.57
31506.5 4045.01 6685.2 640.578
31515.2 4046.91 6687.41 640.585
31523.9 4048.8 6689.62 640.593
31532.6 4050.7 6691.83 640.602
31541.3 4052.59 6694.04 640.61
31550 4054.49 6696.25 640.619
31558.7 4056.38 6698.47 640.628
31567.4 4058.27 6700.68 640.638
31576.1 4060.16 6702.89 640.648
31584.7 4062.05 6705.1 640.658
31593.4 4063.94 6707.31 640.668
31602.1 4065.82 6709.52 640.679
31610.8 4067.71 6711.73 640.69
31619.5 4069.59 6713.95 640.702
31628.2 4071.47 6716.16 640.714
31636.9 4073.35 6718.37 640.726
31645.6 4075.23 6720.58 640.738
31654.3 4077.11 6722.8 640.751
31663 4078.98 6725.01 640.764
31671.7 4080.86 6727.22 640.777
31680.4 4082.73 6729.44 640.791
31689.1 4084.61 6731.65 640.805
31697.8 4086.48 6733.86 640.819
31706.5 4088.35 6736.08 640.834
31715.2 4090.22 6738.29 640.849
31723.9 4092.09 6740.51 640.864
31732.6 4093.95 6742.72 640.88
31741.3 4095.82 6744.94 640.895
31750 4097.68 6747.15 640.912
31758.7 4099.55 6749.37 640.928
31767.5 4101.41 6751.58 640.945
31776.2 4103.27 6753.8 640.962
31784.9 4105.13 6756.01 640.979
31793.6 4106.99 6758.23 640.997
31802.3 4108.84 6760.45 641.015
31811 4110.7 6762.66 641.033
31819.7 4112.55 6764.88 641.052
31828.4 4114.41 6767.1 641.071
31837.1 4116.26 6769.31 641.09
31845.8 4118.11 6771.53 641.11
31854.5 4119.96 6773.75 641.13
31863.2 4121.81 6775.96 641.15
31872 4123.66 6778.18 641.17
31880.7 4125.5 6780.4 641.191
31889.4 4127.35 6782.62 641.212
31898.1 4129.19 6784.84 641.234
31906.8 4131.03 6787.06 641.255
31915.5 4132.88 6789.27 641.277
31924.2 4134.72 6791.49 641.3
31932.9 4136.56 6793.71 641.322
31941.7 4138.39 6795.93 641.345
31950.4 4140.23 6798.15 641.368
31959.1 4142.07 6800.37 641.392
31967.8 4143.9 6802.59 641.415
31976.5 4145.73 6804.81 641.44
31985.2 4147.57 6807.03 641.464
31994 4149.4 6809.25 641.489
32002.7 4151.23 6811.47 641.514
32011.4 4153.05 6813.69 641.539
32020.1 4154.88 6815.91 641.564
32028.9 4156.71 6818.14 641.59
32037.6 4158.53 6820.36 641.616
32046.3 4160.36 6822.58 641.643
32055 4162.18 6824.8 641.67
32063.7 4164 6827.02 641.697
32072.5 4165.82 6829.25 641.724
32081.2 4167.64 6831.47 641.751
32089.9 4169.46 6833.69 641.779
32098.6 4171.28 6835.91 641.807
32107.4 4173.09 6838.14 641.836
32116.1 4174.91 6840.36 641.865
32124.8 4176.72 6842.58 641.894
32133.6 4178.54 6844.81 641.923
32142.3 4180.35 6847.03 641.953
32151 4182.16 6849.25 641.982
32159.8 4183.97 6851.48 642.013
32168.5 4185.78 6853.7 642.043
32177.2 4187.58 6855.93 642.074
32185.9 4189.39 6858.15 642.105
32194.7 4191.19 6860.38 642.136
32203.4 4193 6862.6 642.168
32212.2 4194.8 6864.83 642.2
32220.9 4196.6 6867.05 642.232
32229.6 4198.4 6869.28 642.264
32238.4 4200.2 6871.5 642.297
32247.1 4202 6873.73 642.33
32255.8 4203.8 6875.96 642.363
32264.6 4205.6 6878.18 642.397
32273.3 4207.39 6880.41 642.43
32282.1 4209.19 6882.64 642.464
32290.8 4210.98 6884.86 642.499
32299.5 4212.77 6887.09 642.533
32308.3 4214.56 6889.32 642.568
32317 4216.36 6891.54 642.603
32325.8 4218.14 6893.77 642.639
32334.5 4219.93 6896 642.675
32343.3 4221.72 6898.23 642.71
32352 4223.51 6900.46 642.747
32360.8 4225.29 6902.68 642.783
32369.5 4227.08 6904.91 642.82
32378.2 4228.86 6907.14 642.857
32387 4230.64 6909.37 642.894
32395.7 4232.42 6911.6 642.932
32404.5 4234.2 6913.83 642.97
32413.2 4235.98 6916.06 643.008
32422 4237.76 6918.29 643.046
32430.8 4239.54 6920.52 643.085
32439.5 4241.31 6922.75 643.124
32448.3 4243.09 6924.98 643.163
32457 4244.86 6927.21 643.202
32465.8 4246.64 6929.44 643.242
32474.5 4248.41 6931.67 643.282
32483.3 4250.18 6933.9 643.322
32492 4251.95 6936.13 643.362
32500.8 4253.72 6938.37 643.403
32509.6 4255.49 6940.6 643.444
32518.3 4257.26 6942.83 643.485
32527.1 4259.02 6945.06 643.526
32535.8 4260.79 6947.29 643.568
32544.6 4262.55 6949.53 643.61
32553.4 4264.32 6951.76 643.652
32562.1 4266.08 6953.99 643.695
32570.9 4267.84 6956.22 643.737
32579.7 4269.6 6958.46 643.78
32588.4 4271.36 6960.69 643.823
32597.2 4273.12 6962.92 643.867
32606 4274.88 6965.16 643.911
32614.7 4276.64 6967.39 643.954
32623.5 4278.39 6969.63 643.999
32632.3 4280.15 6971.86 644.043
32641.1 4281.9 6974.09 644.088
32649.8 4283.66 6976.33 644.133
32658.6 4285.41 6978.56 644.178
32667.4 4287.16 6980.8 644.223
32676.1 4288.91 6983.03 644.269
32684.9 4290.67 6985.27 644.314
32693.7 4292.41 6987.5 644.361
32702.5 4294.16 6989.74 644.407
32711.3 4295.91 6991.98 644.453
32720 4297.66 6994.21 644.5
32728.8 4299.4 6996.45 644.547
32737.6 4301.15 6998.69 644.594
32746.4 4302.89 7000.92 644.642
32755.2 4304.64 7003.16 644.69
32763.9 4306.38 7005.4 644.737
32772.7 4308.12 7007.63 644.786
32781.5 4309.86 7009.87 644.834
32790.3 4311.6 7012.11 644.883
32799.1 4313.34 7014.35 644.931
32807.9 4315.08 7016.58 644.981
32816.7 4316.82 7018.82 645.03
32825.4 4318.56 7021.06 645.079
32834.2 4320.29 7023.3 645.129
32843 4322.03 7025.54 645.179
32851.8 4323.76 7027.78 645.229
32860.6 4325.5 7030.01 645.28
32869.4 4327.23 7032.25 645.33
32878.2 4328.96 7034.49 645.381
32887 4330.69 7036.73 645.432
32895.8 4332.42 7038.97 645.483
32904.6 4334.15 7041.21 645.535
32913.4 4335.88 7043.45 645.586
32922.2 4337.61 7045.69 645.638
32931 4339.34 7047.93 645.69
32939.8 4341.07 7050.17 645.743
32948.6 4342.79 7052.41 645.795
32957.4 4344.52 7054.66 645.848
32966.2 4346.24 7056.9 645.901
32975 4347.97 7059.14 645.954
32983.8 4349.69 7061.38 646.008
32992.6 4351.41 7063.62 646.061
33001.4 4353.14 7065.86 646.115
33010.2 4354.86 7068.11 646.169
33019 4356.58 7070.35 646.223
33027.8 4358.3 7072.59 646.277
33036.6 4360.02 7074.83 646.332
33045.5 4361.74 7077.08 646.387
33054.3 4363.45 7079.32 646.442
33063.1 4365.17 7081.56 646.497
33071.9 4366.89 7083.8 646.552
33080.7 4368.6 7086.05 646.608
33089.5 4370.32 7088.29 646.664
33098.3 4372.03 7090.54 646.719
33107.2 4373.75 7092.78 646.776
33116 4375.46 7095.02 646.832
33124.8 4377.17 7097.27 646.888
33133.6 4378.89 7099.51 646.945
33142.4 4380.6 7101.76 647.002
33151.3 4382.31 7104 647.059
33160.1 4384.02 7106.25 647.116
33168.9 4385.73 7108.49 647.174
33177.7 4387.44 7110.74 647.232
33186.6 4389.15 7112.98 647.289
33195.4 4390.85 7115.23 647.347
33204.2 4392.56 7117.48 647.406
33213 4394.27 7119.72 647.464
33221.9 4395.97 7121.97 647.523
33230.7 4397.68 7124.22 647.581
33239.5 4399.38 7126.46 647.64
33248.4 4401.09 7128.71 647.699
33257.2 4402.79 7130.96 647.758
33266 4404.49 7133.2 647.818
33274.9 4406.2 7135.45 647.877
33283.7 4407.9 7137.7 647.937
33292.5 4409.6 7139.95 647.997
33301.4 4411.3 7142.19 648.057
33310.2 4413 7144.44 648.118
33319.1 4414.7 7146.69 648.178
33327.9 4416.4 7148.94 648.239
33336.7 4418.1 7151.19 648.299
33345.6 4419.8 7153.44 648.36
33354.4 4421.5 7155.69 648.421
33363.3 4423.19 7157.94 648.483
33372.1 4424.89 7160.19 648.544
33381 4426.59 7162.43 648.606
33389.8 4428.28 7164.68 648.668
33398.7 4429.98 7166.93 648.729
33407.5 4431.67 7169.18 648.791
33416.4 4433.37 7171.44 648.854
33425.2 4435.06 7173.69 648.916
33434.1 4436.76 7175.94 648.979
33442.9 4438.45 7178.19 649.041
33451.8 4440.14 7180.44 649.104
33460.6 4441.83 7182.69 649.167
33469.5 4443.53 7184.94 649.23
33478.4 4445.22 7187.19 649.294
33487.2 4446.91 7189.44 649.357
33496.1 4448.6 7191.7 649.421
33504.9 4450.29 7193.95 649.484
33513.8 4451.98 7196.2 649.548
33522.7 4453.67 7198.45 649.612
33531.5 4455.36 7200.71 649.676
33540.4 4457.05 7202.96 649.741
33549.2 4458.73 7205.21 649.805
33558.1 4460.42 7207.46 649.87
33567 4462.11 7209.72 649.934
33575.8 4463.8 7211.97 649.999
33584.7 4465.48 7214.22 650.064
33593.6 4467.17 7216.48 650.129
33602.5 4468.86 7218.73 650.194
33611.3 4470.54 7220.99 650.26
33620.2 4472.23 7223.24 650.325
33629.1 4473.91 7225.5 650.391
33638 4475.6 7227.75 650.457
33646.8 4477.28 7230.01 650.523
33655.7 4478.96 7232.26 650.589
33664.6 4480.65 7234.52 650.655
33673.5 4482.33 7236.77 650.721
33682.3 4484.01 7239.03 650.787
33691.2 4485.7 7241.28 650.854
33700.1 4487.38 7243.54 650.92
33709 4489.06 7245.8 650.987
33717.9 4490.74 7248.05 651.054
33726.8 4492.43 7250.31 651.121
33735.6 4494.11 7252.56 651.188
33744.5 4495.79 7254.82 651.255
33753.4 4497.47 7257.08 651.323
33762.3 4499.15 7259.34 651.39
33771.2 4500.83 7261.59 651.458
33780.1 4502.51 7263.85 651.525
33789 4504.19 7266.11 651.593
33797.9 4505.87 7268.37 651.661
33806.8 4507.55 7270.62 651.729
33815.7 4509.23 7272.88 651.797
33824.6 4510.91 7275.14 651.865
33833.5 4512.59 7277.4 651.934
33842.4 4514.27 7279.66 652.002
33851.3 4515.94 7281.92 652.07
33860.2 4517.62 7284.18 652.139
33869.1 4519.3 7286.44 652.208
33878 4520.98 7288.7 652.277
33886.9 4522.66 7290.96 652.345
33895.8 4524.33 7293.22 652.414
33904.7 4526.01 7295.48 652.483
33913.6 4527.69 7297.74 652.553
33922.5 4529.37 7300 652.622
33931.4 4531.04 7302.26 652.691
33940.3 4532.72 7304.52 652.761
33949.2 4534.4 7306.78 652.83
33958.1 4536.07 7309.04 652.9
33967 4537.75 7311.3 652.97
33976 4539.43 7313.56 653.039
33984.9 4541.1 7315.82 653.109
33993.8 4542.78 7318.09 653.179
34002.7 4544.45 7320.35 653.249
34011.6 4546.13 7322.61 653.319
34020.5 4547.81 7324.87 653.39
34029.5 4549.48 7327.14 653.46
34038.4 4551.16 7329.4 653.53
34047.3 4552.83 7331.66 653.601
34056.2 4554.51 7333.92 653.671
34065.1 4556.19 7336.19 653.742
34074.1 4557.86 7338.45 653.812
34083 4559.54 7340.71 653.883
34091.9 4561.21 7342.98 653.954
34100.8 4562.89 7345.24 654.025
34109.8 4564.56 7347.51 654.096
34118.7 4566.24 7349.77 654.167
34127.6 4567.91 7352.03 654.238
34136.6 4569.59 7354.3 654.309
34145.5 4571.27 7356.56 654.38
34154.4 4572.94 7358.83 654.451
34163.4 4574.62 7361.09 654.523
34172.3 4576.29 7363.36 654.594
34181.2 4577.97 7365.62 654.665
34190.2 4579.64 7367.89 654.737
34199.1 4581.32 7370.16 654.808
34208 4582.99 7372.42 654.88
34217 4584.67 7374.69 654.952
34225.9 4586.35 7376.96 655.023
34234.9 4588.02 7379.22 655.095
34243.8 4589.7 7381.49 655.167
34252.8 4591.37 7383.76 655.239
34261.7 4593.05 7386.02 655.311
34270.7 4594.73 7388.29 655.383
34279.6 4596.4 7390.56 655.455
34288.5 4598.08 7392.82 655.527
34297.5 4599.76 7395.09 655.599
34306.4 4601.43 7397.36 655.671
34315.4 4603.11 7399.63 655.743
34324.4 4604.79 7401.9 655.815
34333.3 4606.46 7404.17 655.887
34342.3 4608.14 7406.43 655.96
34351.2 4609.82 7408.7 656.032
34360.2 4611.49 7410.97 656.104
34369.1 4613.17 7413.24 656.177
34378.1 4614.85 7415.51 656.249
34387 4616.53 7417.78 656.322
34396 4618.21 7420.05 656.394
34405 4619.88 7422.32 656.467
34413.9 4621.56 7424.59 656.539
34422.9 4623.24 7426.86 656.612
34431.9 4624.92 7429.13 656.684
34440.8 4626.6 7431.4 656.757
34449.8 4628.28 7433.67 656.829
34458.8 4629.96 7435.94 656.902
34467.7 4631.64 7438.21 656.975
34476.7 4633.32 7440.49 657.047
34485.7 4635 7442.76 657.12
34494.6 4636.68 7445.03 657.193
34503.6 4638.36 7447.3 657.266
34512.6 4640.04 7449.57 657.338
34521.6 4641.72 7451.84 657.411
34530.5 4643.4 7454.12 657.484
34539.5 4645.08 7456.39 657.557
34548.5 4646.77 7458.66 657.629
34557.5 4648.45 7460.94 657.702
34566.4 4650.13 7463.21 657.775
34575.4 4651.81 7465.48 657.848
34584.4 4653.5 7467.76 657.921
34593.4 4655.18 7470.03 657.993
34602.4 4656.86 7472.3 658.066
34611.3 4658.55 7474.58 658.139
34620.3 4660.23 7476.85 658.212
34629.3 4661.92 7479.12 658.285
34638.3 4663.6 7481.4 658.358
34647.3 4665.29 7483.67 658.43
34656.3 4666.97 7485.95 658.503
34665.3 4668.66 7488.22 658.576
34674.3 4670.35 7490.5 658.649
34683.3 4672.03 7492.77 658.722
34692.2 4673.72 7495.05 658.794
34701.2 4675.41 7497.33 658.867
34710.2 4677.1 7499.6 658.94
34719.2 4678.78 7501.88 659.013
34728.2 4680.47 7504.15 659.085
34737.2 4682.16 7506.43 659.158
34746.2 4683.85 7508.71 659.231
34755.2 4685.54 7510.98 659.304
34764.2 4687.23 7513.26 659.376
34773.2 4688.92 7515.54 659.449
34782.2 4690.62 7517.82 659.522
34791.2 4692.31 7520.09 659.594
34800.2 4694 7522.37 659.667
34809.2 4695.69 7524.65 659.739
